cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,região,ibge,gia,ddd,siafi
57081-583,Via em Projeto,(Secundária 8),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-585,Via Secundária 2,(Distrito Industrial),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-578,Rua Etiene Cristina,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-586,Via Secundária 3,(Distrito Industrial),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-572,Rua Mensageiro José Raimundo dos Santos,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-570,Travessa Augusto Quintela II,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-590,Rua Oswaldo Ramos,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-582,Avenida Industrial,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-574,Rua Antônio de Andrade,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-534,Rua C,(Cj Cleto Marques Luz),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-588,Rua Carlos Buarque,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-592,Rua Zacarias Fontan de Melo,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-596,Rua Jairo Marques Luz,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-700,Rua Professor Alcoforado de Pereira,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-690,Rua Luiz Bina Xavier,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-680,Rua Manoel Basílio,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-685,Rua Odilon Lins Feijó,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-610,Rua Joana da Silva Lima,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-640,Rua Eraldo Ferreira da Costa,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-712,Rua B,(Cj Moura Castro I),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-714,Rua C,(Cj Moura Castro I),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-730,Rua Odilon Francisco de Assis,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-732,2ª Travessa Odilon Francisco de Assis,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-731,Travessa Odilon Francisco de Assis,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-733,Rua Maria do Carmo de Góes,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-742,Rua José Rufino,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-741,Rua Patricia de Queiroz,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-740,Avenida Betel,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-743,Rua Maria Josefa Rufino de Oliveira,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-745,Rua Ayrton Senna,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-747,Travessa Betel,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-749,2ª Travessa Betel,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-750,Rua Carlos Roberto Chagas,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-762,Rua João Batista Magalhães,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-770,Avenida Getsêmane,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-778,4ª Travessa Getsêmane,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-776,3ª Travessa Getsêmane,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-774,2ª Travessa Getsêmane,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-760,Rua Eliel Rufino de Castro,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-772,1ª Travessa Getsêmane,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-780,Rua João Monteiro da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-781,Travessa Osman Moreira,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-782,1ª Travessa João Monteiro da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-784,2ª Travessa João Monteiro da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-788,4ª Travessa João Monteiro da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-785,2ª Travessa Antonio de Andrade Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-783,1ª Travessa Antonio de Andrade Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-786,2ª Rua Bernardino de Souza Ferreira,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-787,3ª Travessa João Monteiro da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-790,Rua Josué Alves Marques,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-800,Rua Marcos Machado,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-802,Rua Jardim da Esperança,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-804,Rua José Renan Lourenço de Mesquita,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-806,Rua Duque de Caxias,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-814,Rua Ednaldo Galvão,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-810,Rua Maria Marques de Oliveira,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-808,Rua Santa Terezinha,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-812,Rua Izenilda Felix,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-817,Rua Betel,(Cj Nossa Senhora Aparecida),,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-816,Rua Nova Zelandia,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-818,Rua Boa Vista,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-820,Rua Nelson Correia de Souza,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-830,Rua Coronel Paranhos,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-850,Rua Antônio Maurício Costa,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-880,Rua Dionísio da Silva,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-890,Rua José Abílio Leão,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-860,Rua Somaia Saffady,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-840,Rua Doutor Antônio Machado,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57081-870,Rua José Ferreira de Messias,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57082-000,Avenida Belmiro Amorim,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-002,Condomínio Residencial Galápagos,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-005,Travessa Belmiro Amorim,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-007,Rua Vitória,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-015,Avenida Hermes Ernesto Damasceno,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-020,Rua Itararé,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-010,Rua José Hermes Damasceno,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-025,Rua Araguaia,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-030,Avenida Paraguassu,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-035,Rua Castro Alves,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57081-584,Travessa Industrial,,,Tabuleiro do Martins,Maceió,AL,Alagoas,,2704302,,82,2785
57082-036,Rua Vicente Celestino,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-037,Avenida Manoel Pereira Cavalcante,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-040,Rua Grajaú,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-045,Rua Dilermando Reis,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-057,Rua Josué Alves Marques,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-060,Rua Japurá,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-050,Rua Solimões,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-075,Rua Mensageiro João Sarmento,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-065,Avenida Francisco Afonso de Mello,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-087,Rua Manoel Araújo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-047,Travessa Dilermando Reis,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-070,Rua Jurema,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-080,Rua Luis Santos de Carvalho,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-085,Rua José Barbosa da Silva,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-103,Rua Argentina,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-090,Rua Marquês de Tamandaré,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-107,Rua Buenos Aires,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-105,Avenida Nações Unidas,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-095,Avenida Manoel Affonso de Melo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-108,Rua Equador,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-109,Rua São Francisco,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-110,Rua Hélio Basílio,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-111,Rua Califórnia,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-112,Rua Filadélfia,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-114,Rua Uruguai,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-118,Rua Lisboa,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-119,Rua Canadense,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-117,Rua J,(Lot Goiabeira),,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-116,Rua Magda Daniela,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-122,Rua Paraguai,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-120,Rua Alfredo Pitombeira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-124,Rua M LOT 100,(Lot Goiabeira),,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-126,Travessa Vinte e Nove de Março,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-130,Rua Brasiliano Aprígio de Oliveira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-132,Rua Ernandes de Barros,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-136,Rua Antonia Maria Ferreira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-138,Rua Erondina Alves de Carvalho,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-170,Rua Nossa Senhora de Fátima,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-202,Rua Mensageiro Leoney Nogueira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-204,Rua Anderson de Gusmão Barbosa,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-206,Rua Isaias Alves Nicácio,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-220,Rua Acaraú,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-590,Avenida Hilda Félix de Oliveira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-615,Rua Eucalipto,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-137,Rua Evangelista Natanael Araújo Espíndola,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-382,Rua Carteiro José Florentino,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-260,Rua Paracatu,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-140,Rua Francisco Alves,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-205,Rua Nossa Senhora da Conceição,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-160,Avenida Doutor Durval de Góis Monteiro,lado par,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-623,Rua Luana Monteiro,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-380,Rua Djalma Lopes Cahet,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-621,Rua Mensageiro José Raimundo dos Santos,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-135,Rua Gilvan Araújo da Silva,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-500,Rua Laurentino da Silva,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-150,Rua Estudante Deninho Dâmaso,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-139,Rua Maria do Carmo da Silva,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-210,Rua Nossa Senhora do Carmo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-198,Rua José Balbino,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-190,Rua Padre Cícero,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-200,Rua João Gonçalves Neto,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-165,Rua Telma Leão,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-180,Rua Nossa Senhora de Lourdes,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-612,Rua Antônio de Andrade,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-625,Rua Emanuelle Cordeiro,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-630,Rua Antônio Alves da Silva,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-640,Avenida Industrial,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-696,Rua C D,(Cj Moura Castro II),,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-694,Rua B C,(Cj Moura Castro II),,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-702,Rua Carlos Buarque,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-705,Travessa Carlos Buarque,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-732,Rua Etiene Cristina,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-708,Travessa Maria Erivânia,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-792,Rua Maria Erivânia dos Santos,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-750,Rua Gleide Pereira,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-842,Rua Zacarias Fontan de Melo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-822,Rua Oswaldo Ramos,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-860,Rua Quinze de Dezembro,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-870,Rua do Almirante,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-880,Avenida Amaro Salvador,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-874,Rua Manoel Afonso de Melo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57083-010,Rua 02,(Lot Paraiso da Serraria),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-024,Rua L,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57082-866,Rua Nossa Senhora Aparecida,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-890,Avenida Aquidauana,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-868,Travessa Santo Antonio,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-862,Rua Projetada 434,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57082-872,Rua Santo Antônio,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57083-022,Rua J,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-000,Avenida Jornalista Tobias Granja,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-020,Avenida Senador Teotônio Vilela,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57082-864,Travessa Manoel Afonso de Melo,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57083-023,Rua I,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57082-876,2ª Travessa Belmiro Amorim,,,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57083-025,Rua Raimundo Marinho,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-026,Rua M,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-030,Rua P,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-028,Rua N,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-041,Condomínio Campo do Jordão I,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-031,Rua E,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-042,Condomínio Campo do Jordão II,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-043,Condomínio Campo do Jordão III,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-044,Condomínio Campo do Jordão IV,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-045,Condomínio Campo do Jordão V,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-046,Condomínio Campo do Jordão VI,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-048,Avenida Antônio Lisboa de Amorim,lado par,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-064,Vila Padre Cícero,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-065,Rua do Campo,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-060,Avenida Enfermeira Noraci Pedrosa,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-050,Condomínio Residencial Central Park,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-101,Rua A,(Lot Brisa do Tabuleiro),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-110,Rua Davi Bulhões,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-074,Rua D,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-066,Rua do Meio,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-058,Residencial San Marino,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-068,Rua da Mata,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-108,Rua Desembargador Carlos de Gusmão,lado par,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-103,Rua Vereador José Raimundo dos Santos,(Lot Brisa do Tabuleiro),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-072,Rua C,(Cj Henrique Equelman),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-067,Travessa Rotary,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-102,Rua B,(Lot Brisa do Tabuleiro),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-062,Residencial Monte Carlos,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-111,Rua Gabriela Souto Maior,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-070,Rua Eurídice Ivo,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-112,Rua Governador Francisco Mello,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-115,Travessa Valter José Ferro Lima Filho,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-118,Rua Marina Pontes Tavares,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-120,Rua Nelson L.A.P. Filho,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-124,Rua Paulo Roberto Farias,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-125,Rua Philipp G.P.I. Ramos,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-126,Rua Rafael M. S. Neto,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-127,Rua Rivan César Barbosa Henrique,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-130,Rua Santa Mariana,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-131,Rua Valter José Ferro Lima Filho,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57082-692,Rua A B,(Cj Moura Castro II),,Santa Lúcia,Maceió,AL,Alagoas,,2704302,,82,2785
57083-132,Rua Vanessa Sampaio,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-134,Rua Empresário Raul Lucena Sarmento,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-135,Quadra 15,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-136,Rua Wolney de Magalhães Maurício,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-137,Quadra A-16,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-139,Quadra A-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-159,Quadra E-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-144,Rua Empresária Ilma Vilela,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-151,Quadra B-16,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-145,Quadra G-15,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-153,Quadra C-16,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-163,Quadra B-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-150,Rua Teodomiro Deodato Santos,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-140,Rua Professora Josefa Vasconcelos de Oliveira,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-142,Quadra E-15,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-155,Quadra C-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-149,Travessa em Projeto,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-157,Quadra D-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-147,Rua Doutor Benedito Lessa,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-161,Quadra F-19,(Lot Pouso da Garça 2),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-165,Condomínio Residencial Jardim América,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-170,Rua Professora Olindina Pereira da Silva,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-198,Rua José Alexandre Damasceno da Silva,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-204,Rua Felipe Pacheco,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-410,Avenida Menino Marcelo,até 99997/99998,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-185,Travessa Menino Marcelo,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-430,Rua Professor José Cavalcante Manso,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-630,Avenida Deputada Selma Bandeira,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-640,Rua Vereador João Teixeira Costa,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-652,Rua Manoel Fiel Filho,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-651,Rua Vereador Renildo José dos Santos,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-653,Quadra A,(Lot Stela Rosa),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-655,Quadra B,(Lot Stela Rosa),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-660,Rua B,(Lot Pouso da Garça 1),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-670,Rua em Projeto 673,,,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
57083-676,Rua Flamboyant,(Lot Alvorada),,Antares,Maceió,AL,Alagoas,,2704302,,82,2785
